Call Sign,Zone,Frequency,Band,SNR,Timestamp,Spotter
DO6JSA,14,28074.00,10,-10,1728058802.719104,VE3EID
F1HFP,14,28074.00,10,-7,1728058802.828251,VE3EID
PA3GHJ,14,28074.00,10,-9,1728058802.978359,VE3EID
DB9LG,14,14080.00,20,-7,1728058803.437049,VE3EID
2E0LSB,14,21140.00,15,+9,1728058803.547693,VE3EID
YL3NU,15,21140.00,15,-1,1728058803.550212,VE3EID
YL2GJX,15,28180.00,10,-6,1728058805.268193,VE3EID
F5CUN,14,28180.00,10,+14,1728058805.274706,VE3EID
EG8DP,33,28180.00,10,+5,1728058805.50415,VE3EID
CT1BWU,14,21074.00,15,+15,1728058805.505702,VE3EID
RA6UAR,16,21074.00,15,-11,1728058805.727327,VE3EID
TA1EVR,20,21074.00,15,-15,1728058806.200546,VE3EID
RV3QP,16,28180.00,10,+10,1728058807.409851,VE3EID
N3GTY,5,28180.00,10,-13,1728058807.533888,VE3EID
DL4SUN,14,28180.00,10,-5,1728058807.537643,VE3EID
DANKE,14,28180.00,10,-16,1728058807.64784,VE3EID
US4IQ,16,24919.00,12,+1,1728058807.649273,VE3EID
F5PBL,14,24919.00,12,-2,1728058807.753693,VE3EID
UA9FGR,17,14080.00,20,+0,1728058808.044673,VE3EID
KH6M,5,21140.00,15,+37,1728058808.667842,VE3EID
M0UNG,14,21140.00,15,-8,1728058808.932668,VE3EID
K2BRO,5,10136.00,30,+10,1728058809.62774,VE3EID
EA3FHP,14,28180.00,10,+0,1728058811.212897,VE3EID
TF8KW,40,28180.00,10,-20,1728058811.330695,VE3EID
PD1ALW,14,28180.00,10,-12,1728058811.454265,VE3EID
SQ8JLF,15,24915.00,12,-14,1728058812.241854,VE3EID
LA5NOF,14,10144.00,30,-24,1728058812.291314,VE3EID
N4ZZ,4,18100.00,17,+25,1728058813.236042,VE3EID
F1RAU,14,21140.00,15,-7,1728058814.064592,VE3EID
WB8ASI,4,24919.00,12,-8,1728058815.472071,VE3EID
F5JRN,14,21074.00,15,-2,1728058817.743193,VE3EID
RZ9HAB,18,21074.00,15,-15,1728058817.874538,VE3EID
OZ1LAV,14,21074.00,15,-4,1728058817.877205,VE3EID
IU2SMN,15,21074.00,15,+6,1728058817.995083,VE3EID
F4LNI,14,14080.00,20,-9,1728058818.232415,VE3EID
VE6BVE,4,28074.00,10,+13,1728058818.448934,VE3EID
RU3GC,16,28074.00,10,-1,1728058819.182968,VE3EID
EA3VM,14,28180.00,10,+5,1728058819.398693,VE3EID
RV3KS,16,28180.00,10,+6,1728058819.711783,VE3EID
ON7VP,14,28180.00,10,+0,1728058819.750704,VE3EID
M6WRB,14,21074.00,15,-9,1728058820.611533,VE3EID
IZ6FKI,15,21140.00,15,-2,1728058820.84639,VE3EID
SM6YRJ,14,14080.00,20,-18,1728058821.398897,VE3EID
N2BJ,4,24919.00,12,+7,1728058821.403474,VE3EID
W3EWL,5,14074.00,20,+19,1728058821.633512,VE3EID
N8LPQ,4,14074.00,20,+7,1728058821.862746,VE3EID
KI5DXY,4,14074.00,20,-6,1728058821.904796,VE3EID
CU6AB,14,14074.00,20,-5,1728058821.908401,VE3EID
SM6LKT,14,14074.00,20,-10,1728058822.020477,VE3EID
SP2GR,15,21140.00,15,-3,1728058822.379485,VE3EID
DJ2RG,14,24919.00,12,+11,1728058822.545098,VE3EID
IZ7DOO,15,24919.00,12,+12,1728058822.547559,VE3EID
CO8LY,8,24915.00,12,+13,1728058823.507662,VE3EID
F6ARS,14,24915.00,12,+11,1728058823.50987,VE3EID
V31MA,7,24915.00,12,+20,1728058823.510921,VE3EID
YO4NT,20,24915.00,12,+8,1728058823.631694,VE3EID
N1RR,5,24915.00,12,+0,1728058824.008567,VE3EID
IK4LZH,15,24915.00,12,-12,1728058824.011128,VE3EID
OM7OM,15,24915.00,12,-7,1728058824.144728,VE3EID
9G5AF,35,24915.00,12,-7,1728058824.14657,VE3EID
K4HXM,5,14074.00,20,+18,1728058824.390763,VE3EID
AB1JM,5,24915.00,12,-15,1728058824.396429,VE3EID
DL3EBJ,14,14074.00,20,-9,1728058824.513283,VE3EID
IS0BSR,15,28180.00,10,+6,1728058824.943084,VE3EID
EW8DU,16,28180.00,10,+2,1728058825.060786,VE3EID
DL1AXB,14,14074.00,20,-13,1728058825.064028,VE3EID
RW6ZEE,16,28180.00,10,+4,1728058825.749176,VE3EID
EA2JE,14,28180.00,10,-14,1728058825.860337,VE3EID
RC4HAA,16,28180.00,10,+2,1728058825.861972,VE3EID
OH6FSO,15,28180.00,10,-2,1728058825.863066,VE3EID
DL3YL,14,14080.00,20,-11,1728058827.397162,VE3EID
RW6ATD,16,14080.00,20,-11,1728058827.401042,VE3EID
F5OYA/P,14,18100.00,17,+5,1728058828.011163,VE3EID
N5VJV,4,28074.00,10,-6,1728058828.176843,VE3EID
EA1JVG,14,28074.00,10,-12,1728058828.455217,VE3EID
A71UN,21,21074.00,15,+9,1728058828.914474,VE3EID
KZ4JN,5,21074.00,15,+13,1728058829.137819,VE3EID
KE8VSI,4,21074.00,15,-10,1728058829.302969,VE3EID
N3AZ,5,21074.00,15,+3,1728058829.424437,VE3EID
DO1ZTR,14,21074.00,15,-13,1728058829.427312,VE3EID
DL7TY,14,21074.00,15,+12,1728058829.427802,VE3EID
DL1HDL,14,24915.00,12,+32,1728058831.288218,VE3EID
KF0IPD,4,24915.00,12,+10,1728058831.697967,VE3EID
PC1V,14,24915.00,12,+0,1728058831.732625,VE3EID
HE7OLL,14,24915.00,12,+3,1728058831.841155,VE3EID
SA6FOL,14,28074.00,10,-3,1728058835.619886,VE3EID
PD1DL,14,28074.00,10,-3,1728058835.709845,VE3EID
PD1AC,14,28074.00,10,-3,1728058835.711458,VE3EID
AD0K,4,28074.00,10,+1,1728058835.815578,VE3EID
HC1DAZ,10,28074.00,10,-17,1728058836.17842,VE3EID
W6SDM,3,28074.00,10,-1,1728058836.18094,VE3EID
EB5R,14,28074.00,10,-9,1728058836.284171,VE3EID
DL6AF,14,21140.00,15,-2,1728058837.681605,VE3EID
DL9UW,14,28180.00,10,+3,1728058837.684114,VE3EID
WA3WOM,5,28180.00,10,-1,1728058837.801976,VE3EID
UR4WN,16,28180.00,10,+1,1728058837.907822,VE3EID
SP4HXV,15,28180.00,10,-5,1728058837.910691,VE3EID
KQ4EKW,5,28180.00,10,+15,1728058838.016234,VE3EID
R1CBW,16,18100.00,17,+14,1728058838.892801,VE3EID
DH3GE,14,18100.00,17,+11,1728058839.421331,VE3EID
IZ0EIK,15,18100.00,17,+5,1728058839.550757,VE3EID
M0JUE,14,18100.00,17,+7,1728058839.665231,VE3EID
F4GAJ,14,24919.00,12,+10,1728058841.528608,VE3EID
G4ZAM,14,24919.00,12,-8,1728058841.695341,VE3EID
EB7BXN,14,24919.00,12,+3,1728058841.698021,VE3EID
KF5MEG,4,28074.00,10,-1,1728058845.610538,VE3EID
K7BUX,3,28074.00,10,-1,1728058845.738749,VE3EID
OE6BME,15,28074.00,10,-15,1728058846.105555,VE3EID
US5ZFT,16,28074.00,10,-14,1728058846.107115,VE3EID
S56KFV,15,28074.00,10,-14,1728058846.238296,VE3EID
OH1EDK,15,28074.00,10,-15,1728058846.240248,VE3EID
F4JFI,14,28074.00,10,-14,1728058846.355995,VE3EID
KB4AHI,5,14074.00,20,+4,1728058846.485044,VE3EID
KM4QNA,5,14074.00,20,-3,1728058846.773713,VE3EID
WW8L,4,14074.00,20,-9,1728058846.776114,VE3EID
KI7URL,3,14074.00,20,-6,1728058846.777383,VE3EID
OZ1HX,14,21074.00,15,+4,1728058847.778093,VE3EID
DL4SCW,14,21074.00,15,-14,1728058847.948629,VE3EID
KN6YGO,3,21074.00,15,-8,1728058848.26962,VE3EID
RM3TO,16,18104.00,17,+5,1728058865.628029,VE3EID
EA8IN,33,21140.00,15,+10,1728058867.631618,VE3EID
W7OSG,3,21140.00,15,+6,1728058867.63451,VE3EID
SV3SFK,20,21140.00,15,+0,1728058867.780877,VE3EID
SV1HFE,20,28180.00,10,+1,1728058868.152277,VE3EID
IK4TVP,15,28180.00,10,-15,1728058868.273548,VE3EID
R7KKO,16,28180.00,10,+7,1728058868.274387,VE3EID
OZ1PGB,14,14080.00,20,+5,1728058869.518402,VE3EID
EA6VD,14,14080.00,20,-14,1728058869.646311,VE3EID
LY3BFH,15,14080.00,20,+1,1728058869.650227,VE3EID
EA1GNL,14,14080.00,20,-13,1728058869.775291,VE3EID
US8UA,16,14080.00,20,-5,1728058869.778392,VE3EID
K0PLQ,4,24919.00,12,+12,1728058869.779933,VE3EID
SV1PMZ,20,24919.00,12,-10,1728058869.892939,VE3EID
UR5FS,16,24919.00,12,+14,1728058869.89583,VE3EID
W4PSK,5,24919.00,12,+31,1728058869.897561,VE3EID
RG4D,16,28074.00,10,+0,1728058870.024898,VE3EID
PD7RF,14,28074.00,10,-11,1728058870.168741,VE3EID
YO9HP,20,28074.00,10,+5,1728058870.292698,VE3EID
LZ1JZ,20,28074.00,10,-8,1728058870.29617,VE3EID
RJ3DC,16,28074.00,10,-3,1728058870.40673,VE3EID
CO2JD,8,28074.00,10,-10,1728058870.784278,VE3EID
W1SS,5,28180.00,10,+2,1728058871.735509,VE3EID
W7DO,3,28180.00,10,+5,1728058871.791841,VE3EID
KI0E,3,28180.00,10,+2,1728058871.792853,VE3EID
W8PP,4,24919.00,12,-4,1728058872.248112,VE3EID
IZ4AFM,15,28180.00,10,-17,1728058872.251276,VE3EID
W6NEV,3,21140.00,15,+15,1728058872.286173,VE3EID
EA5AI,14,18100.00,17,+0,1728058877.715264,VE3EID
IK2XDF,15,18100.00,17,+15,1728058877.852637,VE3EID
EI7JQ,14,18100.00,17,-8,1728058877.983147,VE3EID
M7ODT,14,18100.00,17,-10,1728058878.093137,VE3EID
OK2BRV,15,18100.00,17,-3,1728058878.094389,VE3EID
W5XO,4,28074.00,10,+9,1728058879.59206,VE3EID
EA4TX,14,28074.00,10,+4,1728058879.710432,VE3EID
WE7EE,3,28074.00,10,-11,1728058880.230163,VE3EID
WB5ZPK,4,28074.00,10,-3,1728058880.230753,VE3EID
9K2MP,21,28074.00,10,-7,1728058880.333065,VE3EID
SV1JSM,20,28074.00,10,-15,1728058880.333602,VE3EID
KC2NJ,5,28074.00,10,-22,1728058880.426176,VE3EID
LU8EKC,13,24919.00,12,-14,1728058881.879356,VE3EID
YO7LCB,20,24919.00,12,-3,1728058881.880758,VE3EID
DO4RK,14,21140.00,15,-2,1728058882.101537,VE3EID
EI5JL,14,21140.00,15,+4,1728058882.2312,VE3EID
EA5CMP,14,21140.00,15,-1,1728058882.23364,VE3EID
M0TNF,14,21140.00,15,-2,1728058882.328347,VE3EID
EI3CTB,14,21140.00,15,+0,1728058882.330944,VE3EID
ON8BB,14,28180.00,10,+12,1728058882.432658,VE3EID
RA7E,16,28180.00,10,+12,1728058882.435504,VE3EID
DC3CD,14,28180.00,10,-5,1728058882.437016,VE3EID
PD0WH,14,28180.00,10,-8,1728058882.794752,VE3EID
G8LRS,14,28180.00,10,-1,1728058882.796231,VE3EID
LB6D,14,28180.00,10,+1,1728058882.797358,VE3EID
EC8AZE,33,28180.00,10,-8,1728058883.20924,VE3EID
IZ4OSH,15,24919.00,12,+3,1728058885.866846,VE3EID
R4PGX,16,24919.00,12,+1,1728058885.869803,VE3EID
DG3SBJ,14,24919.00,12,+4,1728058885.903781,VE3EID
ON7EQ,14,21140.00,15,+29,1728058885.991509,VE3EID
A61DI,21,21140.00,15,+1,1728058885.995122,VE3EID
KE0A,4,21140.00,15,+31,1728058886.120295,VE3EID
AA7EW,3,21140.00,15,+17,1728058886.12284,VE3EID
G1OVA,14,21140.00,15,-13,1728058886.123918,VE3EID
W9CQG,4,18100.00,17,-4,1728058887.923447,VE3EID
JO1LVZ,25,18100.00,17,-4,1728058887.926037,VE3EID
UN7IDW,17,18100.00,17,-10,1728058888.043249,VE3EID
YO3APJ,20,18100.00,17,-3,1728058888.175707,VE3EID
VA5KEN,4,14080.00,20,+3,1728058888.324944,VE3EID
N0MHL,4,21074.00,15,+19,1728058891.912284,VE3EID
SM2LIY,14,21074.00,15,+23,1728058892.028583,VE3EID
HI8S,8,21074.00,15,+8,1728058892.029186,VE3EID
4V1SAVANNAH,8,21074.00,15,+11,1728058892.029539,VE3EID
DO7SHN,14,21074.00,15,-4,1728058892.138525,VE3EID
AM24SF,14,21074.00,15,+2,1728058892.489708,VE3EID
OH3FM,15,24915.00,12,+10,1728058892.71324,VE3EID
W6DR,3,24915.00,12,+22,1728058892.825783,VE3EID
SP7SQM,15,24915.00,12,+4,1728058892.942729,VE3EID
EC3A,14,24915.00,12,+6,1728058893.061773,VE3EID
N4KJA,5,24915.00,12,-6,1728058893.28244,VE3EID
R1AV,16,24915.00,12,+1,1728058893.283166,VE3EID
YS1GMV,7,24915.00,12,-3,1728058893.411355,VE3EID
WS4ASE,5,14074.00,20,+5,1728058893.729768,VE3EID
IK4LZH,15,14074.00,20,-3,1728058893.860758,VE3EID
W9GOS,4,14074.00,20,+1,1728058893.980921,VE3EID
IC8JHY,15,14074.00,20,-21,1728058894.218314,VE3EID
RX3ASQ,16,14074.00,20,-7,1728058894.326218,VE3EID
AM1000MM,14,21140.00,15,+6,1728058894.675046,VE3EID
SV8JNR,20,21140.00,15,-10,1728058894.677531,VE3EID
DF1OLS,14,21140.00,15,+16,1728058894.678543,VE3EID
II0RTER,15,21140.00,15,-4,1728058894.715822,VE3EID
SQ5TOM,15,21140.00,15,-8,1728058894.718642,VE3EID
F5LCM,14,24919.00,12,+7,1728058894.827797,VE3EID
DG3VL,14,24919.00,12,-7,1728058894.831061,VE3EID
SV3AUW,20,24919.00,12,+8,1728058894.953245,VE3EID
UA6FM,16,28180.00,10,-6,1728058894.956053,VE3EID
KJ6SDF,3,21140.00,15,-13,1728058895.138521,VE3EID
G1OCN,14,28180.00,10,-5,1728058895.263238,VE3EID
IQ8XS,15,14080.00,20,-4,1728058895.391464,VE3EID
BD4UJ,24,14080.00,20,-7,1728058895.392386,VE3EID
GM4KHE,14,24919.00,12,-11,1728058895.698582,VE3EID
RW9QA,17,24919.00,12,-4,1728058895.777583,VE3EID
PD1BJO,14,28180.00,10,+2,1728058895.778781,VE3EID
HA5CPN,15,28180.00,10,+11,1728058895.901269,VE3EID
PY2VA,11,28180.00,10,+2,1728058895.90438,VE3EID
AJ6TL,4,28180.00,10,+9,1728058896.017401,VE3EID
DO4DXA,14,28180.00,10,-5,1728058896.019746,VE3EID
SY2CWM,20,28180.00,10,+0,1728058896.020712,VE3EID
KR0N/P,4,28180.00,10,+4,1728058896.139902,VE3EID
PA3KUS,14,28180.00,10,-15,1728058896.141192,VE3EID
HA7NB,15,28180.00,10,+2,1728058896.141909,VE3EID
DO8UWE,14,21140.00,15,+15,1728058896.258803,VE3EID
LX1RFJ,14,28180.00,10,+12,1728058896.260035,VE3EID
SV1FJP,20,21140.00,15,-7,1728058896.376737,VE3EID
DL1PEB,14,18100.00,17,-13,1728058898.180538,VE3EID
NA6JD,3,10136.00,30,-5,1728058898.334196,VE3EID
KJ5AEI,4,21074.00,15,+10,1728058899.867487,VE3EID
K0AP/5,4,21074.00,15,+26,1728058899.86841,VE3EID
DO7OCH,14,21074.00,15,+10,1728058899.86884,VE3EID
ZD7CTO,36,21074.00,15,-7,1728058900.202895,VE3EID
UR5LY,16,21074.00,15,-2,1728058900.206042,VE3EID
KD7YOX,3,21074.00,15,-8,1728058900.279924,VE3EID
YO2LIM,20,21074.00,15,-7,1728058900.361542,VE3EID
W8BZZ,4,21074.00,15,-18,1728058900.36385,VE3EID
PA4PA,14,21074.00,15,-8,1728058900.501832,VE3EID
G0AZH,14,21074.00,15,-1,1728058900.603385,VE3EID
UR7CT,16,24919.00,12,-14,1728058901.914007,VE3EID
KE0QEQ,4,14074.00,20,+7,1728058902.239541,VE3EID
KB9RP,4,14074.00,20,+20,1728058902.242145,VE3EID
N1XSS,5,14074.00,20,-2,1728058902.24347,VE3EID
WD4LRC,5,14074.00,20,-12,1728058902.332704,VE3EID
G8KHF,14,14074.00,20,-7,1728058902.335757,VE3EID
K4ZH,5,14074.00,20,-1,1728058902.47709,VE3EID
WA3RFE,5,14074.00,20,+12,1728058902.478133,VE3EID
UT7UJ,16,24915.00,12,+14,1728058902.989926,VE3EID
A61QQ,21,24915.00,12,-3,1728058903.2748,VE3EID
I4FGG,15,24915.00,12,+1,1728058903.489084,VE3EID
G4KHG,14,21140.00,15,+12,1728058904.361447,VE3EID
SI3A,14,21140.00,15,-15,1728058904.477079,VE3EID
YV1GIY,9,28074.00,10,-5,1728058905.059761,VE3EID
KK7RBD,3,28074.00,10,+0,1728058905.199782,VE3EID
EC3A,14,18100.00,17,+0,1728058908.198828,VE3EID
RA3ZDU,16,21074.00,15,-8,1728058909.009,VE3EID
F4JJI,14,21074.00,15,-22,1728058909.009603,VE3EID
EA2KB,14,18095.00,17,+2,1728058909.185028,VE3EID
EA4II,14,24915.00,12,+5,1728058909.969324,VE3EID
KK6TDG,3,24915.00,12,-8,1728058910.136848,VE3EID
HB9GXX,14,24915.00,12,-9,1728058910.237239,VE3EID
SP8NR,15,24915.00,12,+1,1728058910.375057,VE3EID
8P6PD,8,24915.00,12,-2,1728058910.512511,VE3EID
TWIT,32,24915.00,12,-2,1728058910.515414,VE3EID
SM4AZQ,14,24915.00,12,-10,1728058910.516683,VE3EID
DO5HOK,14,21140.00,15,+1,1728058912.081484,VE3EID
DL7SLB,14,21140.00,15,+6,1728058912.11913,VE3EID
N4XOK,5,28180.00,10,-8,1728058912.529008,VE3EID
M3DCJ,14,28180.00,10,-1,1728058912.529713,VE3EID
F4SNF,14,24919.00,12,+13,1728058912.777009,VE3EID
UT1IC,16,24919.00,12,-8,1728058912.777623,VE3EID
F5PZQ,14,24919.00,12,-5,1728058913.125886,VE3EID
AC9HP,4,14074.00,20,-10,1728058913.51583,VE3EID
W8BBM,4,14074.00,20,-7,1728058913.594798,VE3EID
IR1RSAV,15,14074.00,20,-11,1728058913.881227,VE3EID
WB9UVJ,4,14074.00,20,+12,1728058913.884803,VE3EID
EA3CXN,14,28180.00,10,-3,1728058914.437165,VE3EID
SM2SCK,14,28180.00,10,-9,1728058914.603221,VE3EID
R6NH,16,28180.00,10,+5,1728058914.606311,VE3EID
2E0LCX,14,28180.00,10,-3,1728058914.60819,VE3EID
F4JGI,14,28074.00,10,-7,1728058915.731116,VE3EID
BG8PN,24,21074.00,15,+2,1728058918.634889,VE3EID
IU0LJC,15,21074.00,15,-14,1728058918.637749,VE3EID
R3SX,16,21074.00,15,-1,1728058918.640254,VE3EID
VA3KGB,4,21074.00,15,-9,1728058918.676626,VE3EID
K5PLH,4,24915.00,12,+4,1728058920.274602,VE3EID
SQ8ACE,15,24915.00,12,-5,1728058920.753371,VE3EID
R7BI,16,24915.00,12,+7,1728058920.793574,VE3EID
F5RMK,14,28074.00,10,+7,1728058920.907829,VE3EID
CQ,14,28074.00,10,-16,1728058921.299513,VE3EID
R4HEA,16,28074.00,10,+1,1728058921.372261,VE3EID
RW6HP,16,28074.00,10,-10,1728058921.790902,VE3EID
RW4PU,16,24919.00,12,+4,1728058921.999389,VE3EID
9H5TB,15,24919.00,12,-11,1728058922.002155,VE3EID
EA8AE,33,24919.00,12,-14,1728058922.003511,VE3EID
LZ3SU,20,24919.00,12,-11,1728058922.222056,VE3EID
SM7HZK,14,24919.00,12,-5,1728058922.348577,VE3EID
DH8TOM,14,24919.00,12,-5,1728058922.352299,VE3EID
W6RKT,3,18100.00,17,-5,1728058922.444167,VE3EID
2E0SPS,14,18100.00,17,-4,1728058922.834556,VE3EID
MM0RKN,14,21140.00,15,-7,1728058922.837025,VE3EID
RX3DRC,16,21140.00,15,+3,1728058922.927477,VE3EID
DL8TV,14,21140.00,15,+11,1728058922.930031,VE3EID
K0HUU,4,28180.00,10,-7,1728058923.187612,VE3EID
SP9MQU,15,28180.00,10,+9,1728058923.30684,VE3EID
LU6DTJ,13,28180.00,10,-5,1728058923.45517,VE3EID
EA5KT,14,28180.00,10,+3,1728058923.458151,VE3EID
KJ5GYO,4,21140.00,15,+16,1728058923.766068,VE3EID
N9BD,3,21140.00,15,+19,1728058923.883735,VE3EID
AE0N,4,21140.00,15,-4,1728058923.886957,VE3EID
EH8CDT,33,21140.00,15,-6,1728058923.888207,VE3EID
EA3ISZ,14,21140.00,15,+7,1728058924.009868,VE3EID
DO8SD,14,28180.00,10,+0,1728058924.123598,VE3EID
M0TNF,14,28180.00,10,+0,1728058924.126374,VE3EID
F5HNQ,14,28180.00,10,+16,1728058924.358754,VE3EID
DL9KM,14,18100.00,17,-5,1728058926.417216,VE3EID
UR5VLC,16,18100.00,17,-14,1728058926.496002,VE3EID
OZ9FF,14,21074.00,15,-2,1728058926.712323,VE3EID
HF5A,15,21074.00,15,+13,1728058926.83923,VE3EID
RO7L,16,21074.00,15,-13,1728058927.203215,VE3EID
LA2GCA,14,14074.00,20,-9,1728058928.474638,VE3EID
WJ4K,5,14074.00,20,+12,1728058928.612495,VE3EID
R1BGY,16,14074.00,20,-13,1728058928.613097,VE3EID
SO0A,15,14074.00,20,-16,1728058928.613432,VE3EID
F5JQF,14,28180.00,10,+2,1728058928.819126,VE3EID
KI8JP,4,28180.00,10,+1,1728058929.017504,VE3EID
DO2PZ,14,21140.00,15,+9,1728058929.387817,VE3EID
HG3FMZ,15,21140.00,15,-1,1728058929.38859,VE3EID
R4LBL,16,21140.00,15,-9,1728058929.464176,VE3EID
KB6JFL,3,24915.00,12,-14,1728058930.201823,VE3EID
AM1000MM,14,14080.00,20,-2,1728058930.290209,VE3EID
IV3VFR,15,14080.00,20,+1,1728058930.293286,VE3EID
2E0UKR,14,14080.00,20,-5,1728058930.407613,VE3EID
N3YZ,5,24919.00,12,-11,1728058930.658444,VE3EID
G4CJC,14,28180.00,10,+6,1728058930.661097,VE3EID
G4DBW,14,28180.00,10,+6,1728058930.783226,VE3EID
EA4ZI,14,14080.00,20,-14,1728058931.435616,VE3EID
EA3EDU,14,24919.00,12,+9,1728058931.538598,VE3EID
KA5MDY,4,24919.00,12,-1,1728058931.635098,VE3EID
SP5EXA,15,28180.00,10,+22,1728058931.75995,VE3EID
OK4YL,15,28180.00,10,+29,1728058931.876892,VE3EID
K9DLI,4,28180.00,10,-20,1728058932.060032,VE3EID
DN9JMS,14,28074.00,10,-1,1728058934.502441,VE3EID
DK5IR,14,28074.00,10,-6,1728058934.917948,VE3EID
M0VZA,14,28074.00,10,-21,1728058934.920411,VE3EID
KC1QQB,5,28074.00,10,-15,1728058935.223796,VE3EID
R2XM,16,21140.00,15,+12,1728058935.37316,VE3EID
WI7P,3,21140.00,15,-7,1728058935.496616,VE3EID
AB1HL,5,18100.00,17,-6,1728058936.523957,VE3EID
E79DJ,15,21074.00,15,-20,1728058937.277134,VE3EID
SV1PMR/A,20,24915.00,12,-5,1728058938.509558,VE3EID
ON4ADP,14,24915.00,12,-1,1728058938.640192,VE3EID
DK4RH,14,24919.00,12,+9,1728058939.050867,VE3EID
KA3IRT,5,28180.00,10,-7,1728058939.62835,VE3EID
YO4GIY,20,14074.00,20,-14,1728058939.983984,VE3EID
W0E,4,14074.00,20,+0,1728058940.242852,VE3EID
IQ8XS,15,21140.00,15,-9,1728058940.385686,VE3EID
W7CT,3,28074.00,10,+13,1728058940.856026,VE3EID
MI0JZZ,14,28074.00,10,+1,1728058940.856626,VE3EID
PU5WDB,11,28074.00,10,-13,1728058940.929536,VE3EID
G8KVM,14,28074.00,10,-12,1728058941.033184,VE3EID
F1TXI,14,28074.00,10,+11,1728058941.033876,VE3EID
W7NEE,3,28074.00,10,+2,1728058941.034312,VE3EID
KF9UG,4,28074.00,10,-22,1728058941.142532,VE3EID
F4AYI,14,28074.00,10,+2,1728058941.143717,VE3EID
TI2JJP,7,28074.00,10,-5,1728058941.401254,VE3EID
EA7UW,14,28074.00,10,-10,1728058941.536702,VE3EID
W7WHO,3,24919.00,12,+6,1728058941.538052,VE3EID
E75W,15,18100.00,17,-4,1728058944.338071,VE3EID
DK6XY,14,28074.00,10,+1,1728058944.704752,VE3EID
UV5ETX,16,28074.00,10,-15,1728058944.962358,VE3EID
9A2TE,15,28074.00,10,-9,1728058945.216721,VE3EID
SP8ONN,15,28074.00,10,+9,1728058945.217349,VE3EID
DL7ARV,14,14080.00,20,-10,1728058946.181232,VE3EID
IK2JYT,15,24915.00,12,-6,1728058950.891291,VE3EID
K7RPN,3,24915.00,12,-14,1728058951.056755,VE3EID
OM3WFH,15,21074.00,15,+3,1728058952.223593,VE3EID
EC3A,14,21074.00,15,+4,1728058952.264527,VE3EID
2E1DJN,14,21074.00,15,-8,1728058952.63242,VE3EID
IN3EJX,15,21074.00,15,-7,1728058952.634903,VE3EID
RA3AL,16,21074.00,15,+12,1728058952.704223,VE3EID
YC8ES,28,21074.00,15,-1,1728058952.707054,VE3EID
N7AO,3,21074.00,15,+3,1728058952.789472,VE3EID
SP3NYI,15,21074.00,15,-18,1728058952.79219,VE3EID
ES1KK,15,21074.00,15,+4,1728058952.79356,VE3EID
RT2H,16,21140.00,15,+18,1728058954.374991,VE3EID
F6GYF,14,21140.00,15,+11,1728058954.534241,VE3EID
R2BIN,16,28074.00,10,+25,1728058954.682948,VE3EID
G0JHC,14,28074.00,10,+13,1728058954.686184,VE3EID
KE0PX,4,28074.00,10,+7,1728058954.689581,VE3EID
W9AV,4,14074.00,20,+7,1728058956.016879,VE3EID
XH1WTQ/R,6,14074.00,20,-11,1728058956.26978,VE3EID
G0VXE,14,18095.00,17,-15,1728058956.271305,VE3EID
MW0CNA,14,18104.00,17,-9,1728058958.264358,VE3EID
KJ4GK,5,14080.00,20,+16,1728058986.528123,VE3EID
RA3TRR,16,14080.00,20,-16,1728058986.533435,VE3EID
PC2J,14,28180.00,10,+4,1728058988.430769,VE3EID
R9GB,17,28180.00,10,+8,1728058988.521402,VE3EID
SP8AWL,15,28180.00,10,+14,1728058988.522842,VE3EID
EA1R,14,28180.00,10,+13,1728058988.52356,VE3EID
ON5UN,14,28180.00,10,+12,1728058988.655382,VE3EID
EA5HM,14,28180.00,10,-5,1728058988.781124,VE3EID
SV2FNT,20,28180.00,10,+9,1728058988.78266,VE3EID
RU4SO,16,28180.00,10,+7,1728058988.783619,VE3EID
ZS4JAN,38,28180.00,10,+4,1728058988.78451,VE3EID
DL9SCL,14,21140.00,15,-7,1728058989.086435,VE3EID
SP6VXO,15,21140.00,15,-4,1728058989.15101,VE3EID
US4IQ,16,24919.00,12,+1,1728058992.712797,VE3EID
M7MOK,14,18100.00,17,+5,1728058996.663972,VE3EID
OP4K,14,18100.00,17,-1,1728058996.81828,VE3EID
YB1OVY,28,18100.00,17,+5,1728058997.073226,VE3EID
K5CEB,4,21074.00,15,+8,1728058998.81862,VE3EID
R6DNV,16,21074.00,15,-1,1728058998.819934,VE3EID
KH6M,5,21140.00,15,+24,1728059000.65892,VE3EID
IU0PXM,15,21140.00,15,-8,1728059000.659494,VE3EID
UA9FGR,17,14080.00,20,-5,1728059000.826499,VE3EID
SP6JIU,15,24919.00,12,-1,1728059000.937556,VE3EID
K0ILP,4,24919.00,12,-9,1728059001.053088,VE3EID
OK1VPO,15,24919.00,12,-9,1728059001.053591,VE3EID
EA6VD,14,24919.00,12,+5,1728059001.053901,VE3EID
G0FHM,14,24919.00,12,-2,1728059001.054203,VE3EID
EA3VM,14,28180.00,10,+19,1728059001.305365,VE3EID
F6BTP,14,28180.00,10,+0,1728059001.305894,VE3EID
RA8AF,17,28180.00,10,-1,1728059001.306199,VE3EID
RV3KS,16,28180.00,10,+8,1728059001.406866,VE3EID
WB5N,4,28180.00,10,+17,1728059001.407459,VE3EID
