Call Sign,Zone,Frequency,Band,SNR,Timestamp,Spotter
RW9QA,17,24919.00,12,-3,1728058126.208033,VE3EID
IZ4OSH,15,24919.00,12,+9,1728058126.210574,VE3EID
F4SNF,14,24919.00,12,-9,test,VE3EID
IU1MRD,15,24919.00,12,-1,1728058142.284674,VE3EID
YU3A,15,28074.00,10,+6,1728058144.591909,VE3EID
K5PLH,4,28074.00,10,+3,1728058144.59431,VE3EID
F4IDN,14,28074.00,10,-7,1728058144.636618,VE3EID
W7NEE,3,28074.00,10,+3,1728058144.735511,VE3EID
HB9HZC,14,21140.00,15,-14,1728058145.308379,VE3EID
IU0SPU,15,21140.00,15,+12,1728058145.31202,VE3EID
EA3FYO,14,21140.00,15,+15,1728058145.383956,VE3EID
R9GB,17,21140.00,15,+3,1728058145.481905,VE3EID
OZ2LP,14,21140.00,15,+4,1728058145.485029,VE3EID
BD4UJ,24,14080.00,20,-7,1728058145.71927,VE3EID
G4DBW,14,28180.00,10,+7,1728058145.805821,VE3EID
RA3UEV,16,28180.00,10,-6,1728058145.923333,VE3EID
R6NH,16,28180.00,10,+9,1728058146.026436,VE3EID
UR5FS,16,28180.00,10,+5,1728058146.129228,VE3EID
YL2GJX,15,28180.00,10,-4,1728058146.382312,VE3EID
DF1KG,14,28180.00,10,-2,1728058146.384745,VE3EID
JN1IIR,25,18100.00,17,-12,1728058150.735747,VE3EID
I1UWF,15,18095.00,17,-3,1728058150.776469,VE3EID
S57AM,15,24915.00,12,-10,1728058154.934142,VE3EID
NS0Q,4,21140.00,15,-11,1728058155.141348,VE3EID
RV3LO,16,21140.00,15,+16,1728058155.266074,VE3EID
EI3CTB,14,21140.00,15,-6,1728058155.379502,VE3EID
HG3FMZ,15,21140.00,15,-3,1728058155.381995,VE3EID
VE3ARF,4,24919.00,12,+1,1728058155.509048,VE3EID
W7WHO,3,24919.00,12,-4,1728058155.511556,VE3EID
IR1RVDB,15,24919.00,12,+1,1728058155.512577,VE3EID
US4IQ,16,24919.00,12,+1,1728058155.618746,VE3EID
RW4PU,16,24919.00,12,+7,1728058155.621291,VE3EID
PY4PTO,11,21140.00,15,-12,1728058155.62228,VE3EID
K7CAH,3,14074.00,20,-1,1728058155.854656,VE3EID
PD1DRE,14,14074.00,20,-11,1728058156.007878,VE3EID
PD2HVT,14,14074.00,20,-9,1728058156.124295,VE3EID
CT1BFP,14,28180.00,10,+4,1728058156.408951,VE3EID
KJ6SDF,3,28180.00,10,-13,1728058156.411628,VE3EID
OK4YL,15,28180.00,10,+3,1728058156.412948,VE3EID
PY2MIG,11,28180.00,10,-12,1728058156.500021,VE3EID
PY5JO,11,28180.00,10,-5,1728058156.502463,VE3EID
KA9JCP,4,28180.00,10,-17,1728058156.637663,VE3EID
PC2J,14,28180.00,10,+10,1728058156.640663,VE3EID
EA3CXN,14,28180.00,10,-2,1728058156.642166,VE3EID
RU4SO,16,28180.00,10,-7,1728058156.752725,VE3EID
EA5KT,14,28180.00,10,+2,1728058156.755686,VE3EID
F5JQF,14,28180.00,10,+5,1728058156.757927,VE3EID
OK2UQE,15,28180.00,10,-8,1728058156.75927,VE3EID
EA3VM,14,28180.00,10,+10,1728058158.470578,VE3EID
ZS4JAN,38,28180.00,10,+4,1728058158.473063,VE3EID
WB5N,4,28180.00,10,+4,1728058158.560497,VE3EID
M3DCJ,14,28180.00,10,+1,1728058158.56338,VE3EID
OK1WCF,15,28180.00,10,+7,1728058158.692198,VE3EID
W0QL,4,28180.00,10,-11,1728058158.694931,VE3EID
SV2BRA,20,28180.00,10,+1,1728058158.696131,VE3EID
IK0FUX,15,21140.00,15,+12,1728058158.926407,VE3EID
DK4RH,14,21140.00,15,-3,1728058158.929076,VE3EID
SA7BXO,14,21140.00,15,-3,1728058159.030993,VE3EID
K3NT,4,24919.00,12,+36,1728058160.362593,VE3EID
F1PDX,14,24919.00,12,+7,1728058160.448408,VE3EID
DM5EE/QRP,14,18095.00,17,-9,1728058160.581486,VE3EID
DF0NN,14,24919.00,12,+5,1728058160.585191,VE3EID
KE6XL,3,24915.00,12,+3,1728058164.66209,VE3EID
SP9THO,15,24915.00,12,+2,1728058164.698747,VE3EID
IZ6BXV,15,24915.00,12,+0,1728058165.174264,VE3EID
F4GWN,14,24915.00,12,-6,1728058165.209981,VE3EID
K6EV,3,14074.00,20,-12,1728058165.70744,VE3EID
DL3EBJ,14,14074.00,20,-19,1728058165.710072,VE3EID
JK1BSZ,25,14074.00,20,-24,1728058165.812657,VE3EID
IK6FBB,15,21074.00,15,-5,1728058168.758177,VE3EID
N7RSC,3,21074.00,15,-11,1728058168.761046,VE3EID
LB9YI,14,21074.00,15,-8,1728058168.834005,VE3EID
SP4AB,15,21074.00,15,-14,1728058169.206598,VE3EID
G1OVA,14,21140.00,15,-16,1728058169.209398,VE3EID
II3RTNT,15,21140.00,15,-5,1728058169.285997,VE3EID
IW3IEA,15,21140.00,15,-14,1728058169.397785,VE3EID
AM1000MM,14,14080.00,20,-21,1728058170.507852,VE3EID
W7CCY,3,18100.00,17,+8,1728058170.594399,VE3EID
UY5AX,16,21140.00,15,-2,1728058172.649557,VE3EID
EA4AA,14,21140.00,15,-13,1728058172.734038,VE3EID
SV1FJP,20,21140.00,15,-13,1728058172.736789,VE3EID
DC3LH,14,24919.00,12,-4,1728058174.595046,VE3EID
N4AWP,5,24919.00,12,-6,1728058174.675491,VE3EID
DO4DXA,14,28180.00,10,+1,1728058174.753299,VE3EID
SP9VEY,15,28180.00,10,+0,1728058175.115786,VE3EID
RC4HAA,16,28180.00,10,+1,1728058175.119427,VE3EID
R3WF,16,18104.00,17,-1,1728058175.18452,VE3EID
RK6CW/P,16,18104.00,17,-4,1728058175.441916,VE3EID
DO3ET,14,21074.00,15,-4,1728058179.396919,VE3EID
R4AC,16,21074.00,15,-5,1728058179.48285,VE3EID
G0SYJ,14,14080.00,20,-14,1728058182.619306,VE3EID
PA3EMN,14,24915.00,12,+7,1728058182.693325,VE3EID
NY1V,4,24919.00,12,-9,1728058184.835016,VE3EID
W6LEO,3,21140.00,15,-8,1728058184.957985,VE3EID
2E0ILF,14,21140.00,15,-5,1728058185.27884,VE3EID
M0UNG,14,21140.00,15,-13,1728058185.394031,VE3EID
CS7AUT,14,28180.00,10,+4,1728058186.617099,VE3EID
DD6AJ,14,28180.00,10,+2,1728058186.658543,VE3EID
SV2CSR,20,28180.00,10,-3,1728058186.760886,VE3EID
G8LRS,14,28180.00,10,+1,1728058186.763526,VE3EID
KI8JP,4,28180.00,10,+8,1728058186.764879,VE3EID
LU6DTJ,13,28180.00,10,-9,1728058186.87071,VE3EID
ON5CD,14,28074.00,10,-4,1728058187.292422,VE3EID
RG2V,16,28074.00,10,-6,1728058187.29445,VE3EID
HF5A,15,28074.00,10,-16,1728058187.482852,VE3EID
G1NHG,14,28074.00,10,-9,1728058187.616843,VE3EID
EG1FAP,14,28074.00,10,-6,1728058187.619416,VE3EID
SQ8JLF,15,28074.00,10,-12,1728058187.788151,VE3EID
N5VJV,4,28074.00,10,-18,1728058187.79098,VE3EID
OG6QJU,15,28074.00,10,+5,1728058187.792086,VE3EID
DG3VL,14,24919.00,12,-10,1728058188.251122,VE3EID
TA2BZ,20,24919.00,12,-11,1728058188.370892,VE3EID
F8TRT,14,28180.00,10,+0,1728058189.033455,VE3EID
HG5OGI,15,28180.00,10,+1,1728058189.238145,VE3EID
SV2BWY,20,14074.00,20,-13,1728058189.614682,VE3EID
OT4N,14,18100.00,17,-4,1728058191.184312,VE3EID
SP9UPH,15,14074.00,20,+1,1728058193.129727,VE3EID
SP9DWT,15,14074.00,20,-10,1728058193.270564,VE3EID
RX3DRC,16,21074.00,15,-2,1728058193.623024,VE3EID
DL2DBN,14,21074.00,15,-7,1728058193.753347,VE3EID
UR4SXA,16,21074.00,15,+0,1728058193.858936,VE3EID
SP5AEZ,15,21074.00,15,-9,1728058194.090086,VE3EID
IU8SOQ,15,24919.00,12,+1,1728058194.207712,VE3EID
ON6CQ,14,24919.00,12,+2,1728058194.337519,VE3EID
KA9WAR,4,18104.00,17,-2,1728058194.664807,VE3EID
N3RC,3,24915.00,12,+13,1728058194.706014,VE3EID
NA6MG,3,24915.00,12,-5,1728058194.807287,VE3EID
SP7SQM,15,24915.00,12,+2,1728058194.925335,VE3EID
UA4AOC,16,24915.00,12,-14,1728058195.055663,VE3EID
DO1MLK,14,28180.00,10,-5,1728058195.92169,VE3EID
IU2EBO,15,21140.00,15,-12,1728058195.924997,VE3EID
SV2FNT,20,28180.00,10,+9,1728058196.280976,VE3EID
F6BTP,14,28180.00,10,-18,1728058196.390887,VE3EID
N8BTR,4,28180.00,10,-16,1728058196.493495,VE3EID
HB9CEX,14,21140.00,15,+14,1728058196.721157,VE3EID
YO9IAB,20,24919.00,12,-13,1728058196.95355,VE3EID
F5SYC,14,14080.00,20,-13,1728058197.16647,VE3EID
POTA,28,14074.00,20,+14,1728058200.850972,VE3EID
SM6LKT,14,14074.00,20,-5,1728058200.918305,VE3EID
MM0KMK,14,14074.00,20,-2,1728058201.196289,VE3EID
DO1WGK,14,21074.00,15,-3,1728058202.039049,VE3EID
EA7BGV,14,21074.00,15,-6,1728058202.081236,VE3EID
RA3PN,16,18104.00,17,+13,1728058202.234697,VE3EID
SP4NKJ,15,21140.00,15,-1,1728058202.8568,VE3EID
OK1CL,15,21140.00,15,+8,1728058202.938905,VE3EID
DO4RK,14,21140.00,15,-11,1728058202.941728,VE3EID
IK2ZEC,15,21140.00,15,+0,1728058202.943809,VE3EID
SV1HFE,20,28180.00,10,-18,1728058203.165726,VE3EID
VE6VC,4,28180.00,10,+5,1728058203.268145,VE3EID
DL8TV,14,24915.00,12,+3,1728058203.685758,VE3EID
SP1TJ,15,24915.00,12,-8,1728058203.778788,VE3EID
KB2NGK,5,24915.00,12,-7,1728058203.893758,VE3EID
F8AVP,14,28180.00,10,+3,1728058205.213659,VE3EID
VE6BVE,4,28074.00,10,+9,1728058205.40929,VE3EID
RU3GC,16,28074.00,10,+14,1728058205.485266,VE3EID
3B8HK,39,28074.00,10,+3,1728058205.715809,VE3EID
HA8UM,15,28074.00,10,-5,1728058206.513012,VE3EID
SP9CSE,15,14080.00,20,-2,1728058206.74805,VE3EID
IN3RWY,15,14080.00,20,-14,1728058206.831206,VE3EID
N4ZZ,4,18100.00,17,+32,1728058208.65293,VE3EID
VE6AX,4,18100.00,17,-1,1728058208.869202,VE3EID
IZ2ZSK,15,18100.00,17,-8,1728058208.87165,VE3EID
W3EWL,5,14074.00,20,+26,1728058210.990692,VE3EID
K0XU,4,14074.00,20,+3,1728058210.993646,VE3EID
KI5DXY,4,14074.00,20,+1,1728058211.105258,VE3EID
KF0IPD,4,24915.00,12,+18,1728058211.482575,VE3EID
DL1HDL,14,24915.00,12,+20,1728058211.597022,VE3EID
GJ0KYZ,14,24915.00,12,-9,1728058211.599804,VE3EID
W6DR,3,24915.00,12,+18,1728058211.695901,VE3EID
EA4FSE,14,24915.00,12,-17,1728058211.971084,VE3EID
F1BAY,14,24915.00,12,-10,1728058212.395343,VE3EID
ZR6PE,38,24915.00,12,-22,1728058212.397906,VE3EID
EA3AYK,14,24919.00,12,+7,1728058212.399179,VE3EID
F5PZQ,14,24919.00,12,+0,1728058212.400144,VE3EID
EC8AZE,33,28180.00,10,-4,1728058212.434844,VE3EID
EA1R,14,28180.00,10,+17,1728058212.669274,VE3EID
DH1KJ,14,28180.00,10,-5,1728058212.792887,VE3EID
DO5HOK,14,28180.00,10,-12,1728058212.877227,VE3EID
KJ4GK,5,14080.00,20,+15,1728058212.880339,VE3EID
HA1FZ,15,14080.00,20,-10,1728058212.986654,VE3EID
KK5JY,4,21140.00,15,-1,1728058212.989218,VE3EID
KA9WAR,4,14080.00,20,+25,1728058213.302694,VE3EID
K0ILP,4,24919.00,12,-11,1728058213.347485,VE3EID
F4CQS,14,14080.00,20,-11,1728058213.564039,VE3EID
IK8IFV,15,28180.00,10,+2,1728058213.694545,VE3EID
OH6FSO,15,28180.00,10,-2,1728058213.787093,VE3EID
RA8AF,17,28180.00,10,+7,1728058213.789594,VE3EID
KI0E,3,28180.00,10,+12,1728058213.790759,VE3EID
S57X,15,21140.00,15,+5,1728058214.877565,VE3EID
ON7GB,14,28074.00,10,+1,1728058215.64024,VE3EID
OH1EDK,15,28074.00,10,-5,1728058215.643268,VE3EID
W5DXE,5,28074.00,10,-22,1728058215.644581,VE3EID
OZ6KK,14,28074.00,10,-12,1728058215.741289,VE3EID
3L8LLH/P,24,28074.00,10,-1,1728058216.068207,VE3EID
M0JUE,14,18100.00,17,+8,1728058216.887129,VE3EID
F5OYA/P,14,18100.00,17,+3,1728058216.948431,VE3EID
KZ4JN,5,21074.00,15,+9,1728058219.036676,VE3EID
DL7TY,14,21074.00,15,-1,1728058219.039426,VE3EID
N3AZ,5,21074.00,15,-1,1728058219.040669,VE3EID
K5VGS,3,21074.00,15,+10,1728058219.041576,VE3EID
DO8UWE,14,21074.00,15,+6,1728058219.201312,VE3EID
DK7XM,14,21074.00,15,-10,1728058219.430142,VE3EID
F4LCD,14,21074.00,15,+3,1728058219.432873,VE3EID
SP8ADU,15,21074.00,15,-13,1728058219.652871,VE3EID
V31MA,7,24915.00,12,+25,1728058219.655344,VE3EID
YO4NT,20,24915.00,12,+8,1728058219.870743,VE3EID
N1RR,5,24915.00,12,-11,1728058219.873228,VE3EID
IK4LZH,15,24915.00,12,-2,1728058219.991106,VE3EID
DM3YBN,14,21074.00,15,-11,1728058220.127841,VE3EID
9G5AF,35,24915.00,12,-11,1728058220.219461,VE3EID
F6ARS,14,24915.00,12,-4,1728058220.22219,VE3EID
UT3QW,16,24915.00,12,-6,1728058220.338533,VE3EID
SA5ACL,14,14080.00,20,-16,1728058220.776883,VE3EID
K4HXM,5,14074.00,20,+21,1728058221.342536,VE3EID
MM0CKK,14,24919.00,12,-7,1728058221.706658,VE3EID
WB8ASI,4,24919.00,12,-5,1728058221.709153,VE3EID
EA8AE,33,24919.00,12,-6,1728058221.711071,VE3EID
DO8MH,14,28180.00,10,-1,1728058222.059982,VE3EID
UA6FM,16,28180.00,10,+4,1728058223.439203,VE3EID
ZP5DK,11,28180.00,10,-3,1728058223.479883,VE3EID
ON7VP,14,28180.00,10,+4,1728058223.482577,VE3EID
I3KAN,15,24919.00,12,+0,1728058223.936699,VE3EID
DL3YL,14,14080.00,20,-14,1728058224.057143,VE3EID
US2YW,16,28074.00,10,+13,1728058224.896404,VE3EID
K7BUX,3,28074.00,10,+5,1728058225.347314,VE3EID
KF5MEG,4,28074.00,10,+0,1728058225.352561,VE3EID
4Z5TK,20,28074.00,10,-9,1728058225.442653,VE3EID
EB5R,14,28074.00,10,-15,1728058225.684289,VE3EID
US5ZFT,16,28074.00,10,-6,1728058225.876588,VE3EID
KB4AHI,5,14074.00,20,+16,1728058227.05833,VE3EID
KI7URL,3,14074.00,20,-5,1728058227.18579,VE3EID
NY3L/M,5,14074.00,20,+3,1728058227.188517,VE3EID
WW8L,4,14074.00,20,-2,1728058227.459367,VE3EID
DH3GE,14,18100.00,17,+6,1728058229.006527,VE3EID
SQ2ICX,15,18100.00,17,-8,1728058229.009006,VE3EID
YO9AFT,20,18100.00,17,-14,1728058229.221809,VE3EID
UA9FGR,17,24915.00,12,+3,1728058229.649584,VE3EID
IZ5CMG,15,21074.00,15,+8,1728058229.740849,VE3EID
K4YJ,4,24915.00,12,-7,1728058229.779047,VE3EID
F4FRC,14,24915.00,12,+1,1728058229.893492,VE3EID
DL4MY,14,24915.00,12,-9,1728058230.01005,VE3EID
IK4LZH,15,21074.00,15,+16,1728058230.64796,VE3EID
W6GSQ,3,21074.00,15,+7,1728058230.767031,VE3EID
EA7HTE,14,18095.00,17,+3,1728058231.467572,VE3EID
DJ2RG,14,24919.00,12,-8,1728058231.562718,VE3EID
SP6JIU,15,24919.00,12,+7,1728058231.565651,VE3EID
UR5FS,16,24919.00,12,+9,1728058231.678181,VE3EID
9A7TJ,15,21074.00,15,-10,1728058231.810756,VE3EID
CT2GQN,14,24919.00,12,-20,1728058231.813332,VE3EID
EG8DP,33,28180.00,10,+7,1728058232.048195,VE3EID
F1NQP,14,28180.00,10,+0,1728058232.150316,VE3EID
KQ4EKW,5,28180.00,10,+4,1728058232.153227,VE3EID
SA6FOL,14,28074.00,10,-4,1728058233.064762,VE3EID
AD0K,4,28074.00,10,+2,1728058233.101093,VE3EID
PD1DL,14,28074.00,10,+3,1728058233.104038,VE3EID
EA4TX,14,28074.00,10,+9,1728058233.170683,VE3EID
UN7LZ,17,28074.00,10,+0,1728058233.173334,VE3EID
PD1AC,14,28074.00,10,+0,1728058233.29177,VE3EID
W6SDM,3,28074.00,10,+5,1728058233.294467,VE3EID
RM4W,16,28074.00,10,-11,1728058233.539063,VE3EID
ON7AN,14,28074.00,10,+9,1728058233.542055,VE3EID
PA3WL,14,28074.00,10,-4,1728058233.87713,VE3EID
RZ4LC,16,24919.00,12,+13,1728058240.273722,VE3EID
W5XO,4,28074.00,10,+14,1728058251.153063,VE3EID
F5HNQ,14,28074.00,10,+1,1728058251.293669,VE3EID
RG4D,16,28074.00,10,+1,1728058251.296396,VE3EID
EA5KB,14,28074.00,10,-3,1728058251.520703,VE3EID
OM0BED,15,28074.00,10,-13,1728058251.526111,VE3EID
DL5XAT,14,28074.00,10,-7,1728058251.625931,VE3EID
G0ACQ,14,28074.00,10,-10,1728058251.628822,VE3EID
WB5ZPK,4,28074.00,10,-17,1728058251.859032,VE3EID
LZ1JZ,20,28074.00,10,+10,1728058263.154897,VE3EID
YO9HP,20,28074.00,10,+5,1728058263.262055,VE3EID
N7VIO,3,28074.00,10,+0,1728058263.446042,VE3EID
PD9BG,14,28074.00,10,-3,1728058263.448743,VE3EID
SP8UFM,15,28074.00,10,+10,1728058263.581847,VE3EID
PD7RF,14,28074.00,10,-1,1728058263.584633,VE3EID
TI2JJP,7,28074.00,10,-7,1728058263.585973,VE3EID
CO2JD,8,28074.00,10,-7,1728058263.669689,VE3EID
F4GTB,14,28074.00,10,-7,1728058264.047599,VE3EID
ZS6HON,38,28074.00,10,-18,1728058264.050185,VE3EID
EB7CFU,14,28074.00,10,-7,1728058264.137267,VE3EID
LA6HNA,14,28074.00,10,-13,1728058264.140066,VE3EID
K0HUU,4,28074.00,10,-13,1728058264.244987,VE3EID
F5PBL,14,21140.00,15,+10,1728058264.336445,VE3EID
HA9OA,15,21140.00,15,-6,1728058264.463286,VE3EID
EU7X,16,21140.00,15,+14,1728058264.582155,VE3EID
RJ3DC,16,28074.00,10,-17,1728058264.717913,VE3EID
F5LCM,14,24919.00,12,+5,1728058265.219154,VE3EID
K0BLT,4,24919.00,12,+33,1728058265.221918,VE3EID
HB9AFZ,14,24919.00,12,-9,1728058265.308435,VE3EID
TA2ANK,20,14080.00,20,-14,1728058265.311441,VE3EID
PA1CC,14,28180.00,10,+26,1728058265.566291,VE3EID
R7KKO,16,28180.00,10,+2,1728058265.68669,VE3EID
PE1NZS,14,28180.00,10,+7,1728058265.689978,VE3EID
AC2BI,5,28180.00,10,-10,1728058265.794365,VE3EID
PP6EOJ,11,28180.00,10,-6,1728058265.797455,VE3EID
WA3RFE,5,14074.00,20,+20,1728058271.259898,VE3EID
K4ZH,5,14074.00,20,+15,1728058271.343831,VE3EID
WS4ASE,5,14074.00,20,+21,1728058271.457544,VE3EID
K5NBL,4,14074.00,20,+4,1728058271.586587,VE3EID
N1XSS,5,14074.00,20,+0,1728058271.686445,VE3EID
S55X,15,14074.00,20,-14,1728058271.688916,VE3EID
SV1SXA,20,21074.00,15,+4,1728058271.924035,VE3EID
ZD7CTO,36,21074.00,15,-5,1728058272.161731,VE3EID
G4DCD,14,21074.00,15,-11,1728058272.27346,VE3EID
N6PE,3,21074.00,15,+7,1728058272.276887,VE3EID
W0AMP,4,21074.00,15,-12,1728058272.374716,VE3EID
YO2LIM,20,21074.00,15,-6,1728058272.509005,VE3EID
M7ODT,14,18100.00,17,-11,1728058273.513715,VE3EID
SM7OYP,14,24915.00,12,+12,1728058279.320692,VE3EID
EA3EUH,14,24915.00,12,+0,1728058279.45364,VE3EID
OH3FM,15,24915.00,12,+17,1728058279.456198,VE3EID
LZ2VQ,20,24915.00,12,+9,1728058279.581275,VE3EID
OZ1FGH,14,24915.00,12,+0,1728058280.000924,VE3EID
KC9BKA,4,14080.00,20,+18,1728058280.114182,VE3EID
YO6CTF,20,24915.00,12,-5,1728058280.225182,VE3EID
PD0JZ,14,28180.00,10,+10,1728058280.336275,VE3EID
OH6FSG,15,28180.00,10,+8,1728058280.476537,VE3EID
W7DO,3,28180.00,10,+4,1728058280.479111,VE3EID
PA3KUS,14,28180.00,10,+9,1728058280.59452,VE3EID
EI0DK,14,28180.00,10,-1,1728058280.597202,VE3EID
W4PSK,5,24919.00,12,+25,1728058281.331867,VE3EID
EA4CUO,14,21140.00,15,-3,1728058281.454105,VE3EID
AM1000MM,14,21140.00,15,-4,1728058281.602723,VE3EID
HI8S,8,21074.00,15,+0,1728058285.494136,VE3EID
4V1SAVANNAH,8,21074.00,15,-1,1728058285.619207,VE3EID
AJ5S,4,18100.00,17,-1,1728058286.24131,VE3EID
SP5LST,15,18100.00,17,+1,1728058286.343293,VE3EID
UA9SY,16,18100.00,17,-8,1728058286.470376,VE3EID
UT3VL,16,14080.00,20,-3,1728058286.473763,VE3EID
OE6GID,15,14080.00,20,-12,1728058286.59355,VE3EID
EI5JL,14,14080.00,20,-6,1728058286.596298,VE3EID
DG3SBJ,14,24919.00,12,+17,1728058287.409037,VE3EID
WI7P,3,21140.00,15,+2,1728058287.480896,VE3EID
W6NEV,3,21140.00,15,+14,1728058287.484655,VE3EID
A61DI,21,21140.00,15,-2,1728058287.622985,VE3EID
CX2SA,13,21140.00,15,-12,1728058287.62591,VE3EID
AA7EW,3,21140.00,15,+21,1728058287.627367,VE3EID
EA2EVY,14,21140.00,15,-7,1728058287.628306,VE3EID
SP9HNY,15,21140.00,15,-1,1728058287.730287,VE3EID
ON8BB,14,28180.00,10,+2,1728058287.861126,VE3EID
W1SS,5,28180.00,10,+26,1728058287.863741,VE3EID
N7EZQ,3,28180.00,10,+20,1728058287.864936,VE3EID
RM3DA,16,28180.00,10,+4,1728058287.865814,VE3EID
F1MWV,14,28180.00,10,+5,1728058287.986596,VE3EID
EW8DU,16,28180.00,10,-11,1728058287.989301,VE3EID
IK4TVP,15,28180.00,10,-3,1728058288.12691,VE3EID
HA7NB,15,28180.00,10,+14,1728058288.25982,VE3EID
KQ4CRY,5,14074.00,20,+1,1728058288.262816,VE3EID
IK4LZH,15,14074.00,20,-8,1728058288.263937,VE3EID
RX3ASQ,16,14074.00,20,-2,1728058288.668098,VE3EID
OH6IH,15,14074.00,20,-8,1728058288.759916,VE3EID
N4KJA,5,24915.00,12,-1,1728058289.078766,VE3EID
UT7UJ,16,24915.00,12,+12,1728058289.081071,VE3EID
VE4RK,4,24915.00,12,-7,1728058289.156035,VE3EID
EC3A,14,24915.00,12,+6,1728058289.265595,VE3EID
DH2YBG,14,24915.00,12,+2,1728058289.268111,VE3EID
R1AV,16,24915.00,12,-5,1728058289.385998,VE3EID
I4FGG,15,24915.00,12,-14,1728058289.563136,VE3EID
IU2RXK,15,24915.00,12,-8,1728058289.565609,VE3EID
DF3BAW,14,24915.00,12,-6,1728058289.658269,VE3EID
F1VEV,14,24919.00,12,+3,1728058289.771734,VE3EID
K7BTW,3,28180.00,10,+30,1728058290.009026,VE3EID
DL9SCL,14,28180.00,10,-3,1728058290.011294,VE3EID
KY4BP,4,28180.00,10,-9,1728058290.121622,VE3EID
LZ1BK,20,28180.00,10,+7,1728058290.247736,VE3EID
PD0WH,14,28180.00,10,-4,1728058290.250217,VE3EID
GM4FDM,14,21140.00,15,+37,1728058290.392245,VE3EID
OD5ZF,20,21140.00,15,-3,1728058290.52361,VE3EID
SV8TKY,20,21140.00,15,+7,1728058290.525848,VE3EID
EH8CDT,33,21140.00,15,-11,1728058290.637312,VE3EID
PA4PA,14,28180.00,10,-11,1728058290.758857,VE3EID
OE6GBG,15,18100.00,17,+4,1728058293.758889,VE3EID
AB1HL,5,18100.00,17,-9,1728058293.761389,VE3EID
IR3RUDI,15,18100.00,17,-7,1728058293.869391,VE3EID
KA5MDY,4,24919.00,12,+8,1728058293.987233,VE3EID
K0AP/5,4,21074.00,15,+27,1728058294.109158,VE3EID
WA7CPA,3,21074.00,15,-1,1728058294.608111,VE3EID
DS5CIC,25,21074.00,15,-12,1728058294.610792,VE3EID
LB0XJ,14,21074.00,15,-12,1728058294.612268,VE3EID
W8BZZ,4,21074.00,15,-19,1728058294.713465,VE3EID
N8ERV,4,21074.00,15,-17,1728058294.71597,VE3EID
DK6PW,14,21074.00,15,-11,1728058294.836132,VE3EID
SP9IZV,15,21074.00,15,-9,1728058294.839687,VE3EID
PT7AZ,11,21074.00,15,-10,1728058294.958024,VE3EID
LA2GCA,14,14074.00,20,-2,1728058295.52879,VE3EID
M0PHC,14,24915.00,12,+8,1728058295.615138,VE3EID
A61QQ,21,24915.00,12,+9,1728058295.617887,VE3EID
M7SDA,14,14074.00,20,-21,1728058295.749904,VE3EID
HB9TKS,14,24915.00,12,+7,1728058295.753103,VE3EID
PA5COR,14,24915.00,12,+2,1728058295.872447,VE3EID
UD8D,17,24915.00,12,-3,1728058295.875549,VE3EID
RA3E,16,24915.00,12,-14,1728058295.999125,VE3EID
OM1CI,15,24915.00,12,-18,1728058296.380968,VE3EID
RQ6A,16,18104.00,17,+2,1728058296.499203,VE3EID
2E0UKR,14,28180.00,10,-2,1728058296.861508,VE3EID
UT4UF,16,28180.00,10,-5,1728058296.928017,VE3EID
R4PGX,16,28180.00,10,-10,1728058297.074109,VE3EID
DO2PZ,14,21140.00,15,+9,1728058297.076639,VE3EID
IQ8XS,15,14080.00,20,-5,1728058297.576899,VE3EID
OH8SR,15,21140.00,15,+3,1728058297.732898,VE3EID
DO1OHL,14,21140.00,15,+7,1728058297.84714,VE3EID
RT2H,16,24919.00,12,-12,1728058297.970788,VE3EID
DL9ZA,14,24919.00,12,-8,1728058298.099033,VE3EID
YO7LCB,20,24919.00,12,-15,1728058298.101551,VE3EID
DL8LTD,14,28180.00,10,+1,1728058298.248395,VE3EID
EA8DEG,33,28180.00,10,+1,1728058298.377577,VE3EID
LA7EIA,14,28180.00,10,+6,1728058298.380063,VE3EID
DJ2QV,14,28180.00,10,+6,1728058298.381008,VE3EID
E75W,15,18100.00,17,-10,1728058301.761072,VE3EID
EC3A,14,18100.00,17,+0,1728058301.892454,VE3EID
DL9KM,14,18100.00,17,-10,1728058301.894924,VE3EID
F1RAU,14,21074.00,15,-12,1728058303.926009,VE3EID
EA4II,14,24915.00,12,+5,1728058304.234651,VE3EID
R7BI,16,24915.00,12,+1,1728058304.431203,VE3EID
F6DHD,14,24915.00,12,+3,1728058304.638912,VE3EID
8P6PD,8,24915.00,12,-2,1728058304.794379,VE3EID
KK6TDG,3,24915.00,12,-17,1728058304.796918,VE3EID
RA4HG,16,24915.00,12,-5,1728058304.896871,VE3EID
VA5KEN,4,14080.00,20,+15,1728058305.004828,VE3EID
EA1GNL,14,14080.00,20,-12,1728058305.106599,VE3EID
K5VJZ,4,14074.00,20,+14,1728058305.206363,VE3EID
AC9HP,4,14074.00,20,-7,1728058305.751534,VE3EID
9A4ZM,15,24919.00,12,-10,1728058305.931364,VE3EID
SY2CWM,20,28180.00,10,+3,1728058306.596895,VE3EID
DL7UDA,14,28180.00,10,-1,1728058306.692006,VE3EID
EB7BXN,14,28180.00,10,+2,1728058306.779352,VE3EID
LX1RFJ,14,28180.00,10,-1,1728058307.486345,VE3EID
EA4IQ,14,28180.00,10,-4,1728058307.919374,VE3EID
